íj,,,,,,,,àÆãuÇPíöñ⁄,àÆãuÇQíöñ⁄,è¨í|í¨ÇPíöñ⁄,è¨í|í¨ÇQíöñ⁄,âhí¨,âHëÚÇPíöñ⁄,âHëÚÇQíöñ⁄,âHëÚÇRíöñ⁄,ñLã è„ÇPíöñ⁄,ñLã è„ÇQíöñ⁄,ñLã íÜÇPíöñ⁄,ñLã íÜÇQíöñ⁄,ñLã íÜÇRíöñ⁄,ñLã íÜÇSíöñ⁄,ñLã ìÏÇPíöñ⁄,ñLã ìÏÇQíöñ⁄,ñLã ìÏÇRíöñ⁄,ñLã ñkÇPíöñ⁄,ñLã ñkÇQíöñ⁄,ñLã ñkÇRíöñ⁄,ñLã ñkÇSíöñ⁄,ñLã ñkÇTíöñ⁄,ñLã ñkÇUíöñ⁄,íÜë∫ÇPíöñ⁄,íÜë∫ÇQíöñ⁄,íÜë∫ÇRíöñ⁄,íÜë∫ìÏÇPíöñ⁄,íÜë∫ìÏÇQíöñ⁄,íÜë∫ìÏÇRíöñ⁄,íÜë∫ñkÇPíöñ⁄,íÜë∫ñkÇQíöñ⁄,íÜë∫ñkÇRíöñ⁄,íÜë∫ñkÇSíöñ⁄,ç˜ë‰ÇPíöñ⁄,ç˜ë‰ÇQíöñ⁄,ç˜ë‰ÇRíöñ⁄,ç˜ë‰ÇSíöñ⁄,ç˜ë‰ÇTíöñ⁄,ç˜ë‰ÇUíöñ⁄,ó˚înÇPíöñ⁄,ó˚înÇQíöñ⁄,ó˚înÇRíöñ⁄,ó˚înÇSíöñ⁄,å¸éRÇPíöñ⁄,å¸éRÇQíöñ⁄,å¸éRÇRíöñ⁄,å¸éRÇSíöñ⁄,ä—à‰ÇPíöñ⁄,ä—à‰ÇQíöñ⁄,ä—à‰ÇRíöñ⁄,ä—à‰ÇSíöñ⁄,ä—à‰ÇTíöñ⁄,ã—ÇPíöñ⁄,ã—ÇQíöñ⁄,ïXêÏë‰ÇPíöñ⁄,ïXêÏë‰ÇQíöñ⁄,ïXêÏë‰ÇRíöñ⁄,ïXêÏë‰ÇSíöñ⁄,ïΩòaë‰ÇPíöñ⁄,ïΩòaë‰ÇQíöñ⁄,ïΩòaë‰ÇRíöñ⁄,ïΩòaë‰ÇSíöñ⁄,ëÅã{ÇPíöñ⁄,ëÅã{ÇQíöñ⁄,ëÅã{ÇRíöñ⁄,ëÅã{ÇSíöñ⁄,ètì˙í¨ÇPíöñ⁄,ètì˙í¨ÇQíöñ⁄,ètì˙í¨ÇRíöñ⁄,ètì˙í¨ÇSíöñ⁄,ètì˙í¨ÇTíöñ⁄,ètì˙í¨ÇUíöñ⁄,çÇèºÇPíöñ⁄,çÇèºÇQíöñ⁄,çÇèºÇRíöñ⁄,çÇèºÇSíöñ⁄,çÇèºÇTíöñ⁄,çÇèºÇUíöñ⁄,ñkí¨ÇPíöñ⁄,ñkí¨ÇQíöñ⁄,ñkí¨ÇRíöñ⁄,ñkí¨ÇSíöñ⁄,ñkí¨ÇTíöñ⁄,ñkí¨ÇUíöñ⁄,ñkí¨ÇVíöñ⁄,ñkí¨ÇWíöñ⁄,ìcïøÇPíöñ⁄,ìcïøÇQíöñ⁄,ìcïøÇRíöñ⁄,ìcïøÇSíöñ⁄,ìcïøÇTíöñ⁄,åıÇ™ãuÇPíöñ⁄,åıÇ™ãuÇQíöñ⁄,åıÇ™ãuÇRíöñ⁄,åıÇ™ãuÇSíöñ⁄,åıÇ™ãuÇTíöñ⁄,åıÇ™ãuÇUíöñ⁄,åıÇ™ãuÇVíöñ⁄,àÆí¨ÇPíöñ⁄,àÆí¨ÇQíöñ⁄,àÆí¨ÇRíöñ⁄,ìyéxìcÇPíöñ⁄,ìyéxìcÇQíöñ⁄,ìyéxìcÇRíöñ⁄,ìyéxìcÇSíöñ⁄,ïxémå©ë‰ÇPíöñ⁄,ïxémå©ë‰ÇQíöñ⁄,ïxémå©ë‰ÇRíöñ⁄,ïxémå©ë‰ÇSíöñ⁄,ìÏìcíÜÇPíöñ⁄,ìÏìcíÜÇQíöñ⁄,ìÏìcíÜÇRíöñ⁄,ìÏìcíÜÇSíöñ⁄,ìÏìcíÜÇTíöñ⁄,çÇñÏë‰ÇPíöñ⁄,çÇñÏë‰ÇQíöñ⁄,çÇñÏë‰ÇRíöñ⁄,çÇñÏë‰ÇSíöñ⁄,çÇñÏë‰ÇTíöñ⁄,íJå¥ÇPíöñ⁄,íJå¥ÇQíöñ⁄,íJå¥ÇRíöñ⁄,íJå¥ÇSíöñ⁄,íJå¥ÇTíöñ⁄,íJå¥ÇUíöñ⁄,éOå¥ë‰ÇPíöñ⁄,éOå¥ë‰ÇQíöñ⁄,éOå¥ë‰ÇRíöñ⁄,êŒê_à‰í¨ÇPíöñ⁄,êŒê_à‰í¨ÇQíöñ⁄,êŒê_à‰í¨ÇRíöñ⁄,êŒê_à‰í¨ÇSíöñ⁄,êŒê_à‰í¨ÇTíöñ⁄,êŒê_à‰í¨ÇUíöñ⁄,êŒê_à‰í¨ÇVíöñ⁄,êŒê_à‰í¨ÇWíöñ⁄,êŒê_à‰ë‰ÇPíöñ⁄,êŒê_à‰ë‰ÇQíöñ⁄,êŒê_à‰ë‰ÇRíöñ⁄,êŒê_à‰ë‰ÇSíöñ⁄,êŒê_à‰ë‰ÇTíöñ⁄,êŒê_à‰ë‰ÇUíöñ⁄,êŒê_à‰ë‰ÇVíöñ⁄,êŒê_à‰ë‰ÇWíöñ⁄,â∫êŒê_à‰ÇPíöñ⁄,â∫êŒê_à‰ÇQíöñ⁄,â∫êŒê_à‰ÇRíöñ⁄,â∫êŒê_à‰ÇSíöñ⁄,â∫êŒê_à‰ÇTíöñ⁄,â∫êŒê_à‰ÇUíöñ⁄,ìåëÂêÚÇPíöñ⁄,ìåëÂêÚÇQíöñ⁄,ìåëÂêÚÇRíöñ⁄,ìåëÂêÚÇSíöñ⁄,ìåëÂêÚÇTíöñ⁄,ìåëÂêÚÇUíöñ⁄,ìåëÂêÚÇVíöñ⁄,êºëÂêÚÇPíöñ⁄,êºëÂêÚÇQíöñ⁄,êºëÂêÚÇRíöñ⁄,êºëÂêÚÇSíöñ⁄,êºëÂêÚÇTíöñ⁄,êºëÂêÚÇUíöñ⁄,ìÏëÂêÚÇPíöñ⁄,ìÏëÂêÚÇQíöñ⁄,ìÏëÂêÚÇRíöñ⁄,ìÏëÂêÚÇSíöñ⁄,ìÏëÂêÚÇTíöñ⁄,ìÏëÂêÚÇUíöñ⁄,ëÂêÚí¨ÇPíöñ⁄,ëÂêÚí¨ÇQíöñ⁄,ëÂêÚí¨ÇRíöñ⁄,ëÂêÚí¨ÇSíöñ⁄,ëÂêÚí¨ÇTíöñ⁄,ëÂêÚí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇPíöñ⁄,ëÂêÚäwâÄí¨ÇQíöñ⁄,ëÂêÚäwâÄí¨ÇRíöñ⁄,ëÂêÚäwâÄí¨ÇSíöñ⁄,ëÂêÚäwâÄí¨ÇTíöñ⁄,ëÂêÚäwâÄí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇVíöñ⁄,ëÂêÚäwâÄí¨ÇWíöñ⁄,ëÂêÚäwâÄí¨ÇXíöñ⁄,ä÷í¨ñkÇPíöñ⁄,ä÷í¨ñkÇQíöñ⁄,ä÷í¨ñkÇRíöñ⁄,ä÷í¨ñkÇSíöñ⁄,ä÷í¨ñkÇTíöñ⁄,ä÷í¨ìÏÇPíöñ⁄,ä÷í¨ìÏÇQíöñ⁄,ä÷í¨ìÏÇRíöñ⁄,ä÷í¨ìÏÇSíöñ⁄,è„êŒê_à‰ìÏí¨,óßñÏí¨,è„êŒê_à‰ÇPíöñ⁄,è„êŒê_à‰ÇQíöñ⁄,è„êŒê_à‰ÇRíöñ⁄,è„êŒê_à‰ÇSíöñ⁄,ä÷í¨ìåÇPíöñ⁄,ä÷í¨ìåÇQíöñ⁄,êºëÂêÚí¨
8,,26,12,-,,26,1,11,7,16,13,15,4,10,6,4,11,10,7,11,12,2,7,24,6,7,7,5,9,11,11,16,14,24,18,20,16,6,2,9,11,21,27,12,15,15,8,10,4,10,9,9,10,17,35,19,9,13,11,10,14,0,18,21,21,10,13,16,10,18,10,25,14,22,17,17,12,14,13,16,13,15,18,11,19,12,29,14,0,6,5,5,12,14,19,28,41,22,3,13,48,0,9,6,26,16,17,17,13,14,16,16,12,14,7,17,18,9,10,11,8,15,17,8,15,19,18,11,10,14,18,17,22,5,11,9,13,7,18,6,15,17,19,6,17,20,26,17,12,18,18,9,11,14,22,13,18,24,24,11,10,24,27,30,21,16,15,20,16,10,19,22,24,22,16,5,20,23,14,17,9,4,15,15,14,17,22,24,21,13,0,9,13,18,20,18,5,16,26,33,10,33,14,15,10,14,16,1,0
9,,25,12,-,,25,1,5,6,11,13,17,3,14,10,6,8,12,11,7,11,7,6,22,7,2,5,7,3,14,17,22,17,21,10,14,19,18,8,10,9,17,18,10,18,16,8,8,10,9,5,9,9,15,21,8,13,20,9,14,12,2,16,15,12,20,9,24,13,21,8,22,24,19,12,16,13,26,28,17,10,18,16,7,13,8,39,6,0,11,8,6,9,33,19,29,34,20,7,13,44,0,12,2,33,19,12,9,24,14,20,15,11,20,10,22,16,7,6,14,3,8,21,8,12,6,19,5,7,14,20,16,17,9,14,12,12,6,19,4,18,13,23,12,27,23,26,18,12,4,24,15,12,16,12,14,21,23,23,20,15,8,30,25,27,12,12,24,28,12,22,26,29,21,16,12,24,26,12,26,13,11,15,20,22,20,21,21,15,21,0,8,14,13,14,27,5,16,20,39,9,17,13,15,13,17,8,2,0
10,,24,12,-,,24,1,10,5,17,15,17,4,14,11,8,8,9,6,9,12,10,8,18,7,7,8,3,7,10,14,12,12,17,13,13,10,7,0,5,12,16,20,13,13,13,9,9,10,12,5,10,4,14,23,12,13,13,3,11,10,1,27,15,17,15,19,19,11,11,5,21,20,20,15,9,14,18,8,9,12,23,12,9,11,12,29,11,0,4,5,7,10,20,22,27,28,21,4,16,37,0,15,3,27,21,15,12,19,19,21,11,6,9,11,24,13,6,15,18,4,14,12,11,9,17,9,10,13,13,17,14,23,12,13,10,19,12,16,6,11,22,20,10,13,20,25,16,21,11,22,7,19,12,12,11,20,26,27,17,6,15,18,20,16,19,16,30,17,12,18,12,24,23,21,4,19,13,29,20,7,9,12,12,20,21,25,20,20,20,0,16,15,17,12,31,8,16,16,22,13,28,17,17,10,14,16,2,1
11,,23,12,-,,23,1,15,5,14,12,16,4,8,7,2,8,12,13,8,5,3,7,21,4,8,7,12,3,8,5,18,14,12,14,14,18,17,2,10,7,18,22,6,20,17,5,15,4,14,4,13,9,20,18,11,12,20,10,16,13,1,15,20,24,17,22,20,11,20,15,18,17,24,13,17,9,17,14,11,17,15,15,17,12,13,23,7,0,7,1,5,15,23,21,28,36,16,5,21,39,0,10,2,23,17,10,9,22,12,18,16,16,12,8,13,9,8,12,8,3,15,16,7,12,8,17,11,8,10,14,16,16,11,6,11,17,12,23,6,12,16,17,10,20,21,16,21,8,7,16,16,11,5,10,5,12,24,38,17,10,10,25,27,16,12,8,22,10,9,22,19,25,18,18,10,17,12,4,11,7,4,15,16,19,26,27,19,17,18,0,11,16,18,11,29,7,13,15,34,3,26,15,11,6,14,14,4,1
12,,22,12,-,,22,1,8,3,10,27,14,7,14,7,0,10,5,11,8,13,11,10,14,1,6,7,11,6,11,11,15,15,18,20,15,11,13,5,7,16,18,13,11,24,19,10,5,6,13,6,14,15,22,17,9,9,22,7,17,9,0,11,15,21,17,9,22,8,17,14,23,24,18,15,11,11,15,12,14,20,22,21,14,11,15,26,12,0,5,6,8,9,22,18,37,46,15,4,18,48,0,11,3,25,24,11,12,18,14,21,28,11,14,18,13,16,12,8,17,5,19,18,12,10,16,17,11,18,16,25,13,20,8,8,9,20,14,11,6,8,15,20,7,29,18,10,26,13,15,17,18,19,20,17,15,13,27,33,18,10,15,19,17,18,17,16,16,19,17,14,25,18,32,22,7,24,13,19,26,9,7,12,23,10,23,23,32,29,16,0,11,12,16,12,23,15,16,19,36,11,30,13,14,10,21,12,4,0
13,,21,12,-,,21,1,11,6,18,12,11,2,11,4,3,8,10,12,13,10,7,5,15,5,5,5,9,9,13,14,18,15,28,15,19,22,12,7,7,11,23,20,7,20,18,6,12,7,15,7,6,4,18,22,4,14,11,4,15,8,0,20,12,22,16,8,18,17,17,11,19,20,22,11,12,15,19,20,7,14,20,13,9,15,9,33,10,0,12,3,10,8,20,17,27,27,18,3,14,44,0,5,1,22,14,7,9,19,11,24,14,10,10,9,18,13,6,13,6,4,9,19,5,17,18,18,13,14,14,15,16,16,10,17,9,21,7,19,4,11,14,22,9,26,21,15,30,16,15,26,20,16,10,12,10,18,20,23,22,14,20,24,16,14,14,17,18,28,10,18,18,23,23,27,12,28,19,16,23,4,8,9,16,9,19,30,34,27,26,0,8,14,10,20,26,7,14,23,18,14,25,13,16,11,12,16,8,0
14,,20,12,-,,20,1,12,5,15,9,11,2,8,6,2,12,10,7,7,11,13,5,28,11,4,4,8,5,12,12,25,14,17,10,15,19,10,4,9,8,16,10,3,14,15,9,13,8,14,2,14,12,29,20,12,13,19,7,17,9,0,8,13,20,13,6,24,3,30,11,23,23,21,12,12,19,16,10,9,12,23,11,18,13,12,26,12,0,8,7,2,12,8,22,33,46,14,1,17,43,0,13,4,22,21,15,12,17,10,16,21,18,19,11,15,11,9,7,13,4,9,19,10,15,10,10,8,8,14,20,14,16,14,24,8,21,5,13,4,10,20,30,8,19,20,17,19,11,14,16,14,13,11,10,11,15,18,34,16,11,16,21,19,20,17,24,22,23,16,15,18,29,26,18,14,26,28,20,29,15,8,24,13,17,29,26,19,14,27,0,13,16,14,15,20,12,22,24,26,10,28,17,18,12,21,15,2,0
15,,19,12,-,,19,1,3,5,14,13,15,1,9,13,5,8,4,11,6,5,12,6,22,9,4,10,9,3,6,19,16,13,21,16,10,12,8,6,9,14,21,24,11,17,15,10,9,5,7,8,14,15,13,24,11,12,18,7,21,11,0,10,6,23,14,12,27,11,13,18,22,19,18,14,19,12,14,11,11,10,15,14,11,11,13,21,10,0,4,8,11,8,16,24,28,19,19,0,27,41,0,8,3,24,17,12,11,12,11,19,21,13,13,12,13,11,8,9,13,5,12,12,14,9,14,15,9,10,17,12,7,13,13,13,6,12,8,18,6,12,14,16,13,14,32,27,23,11,13,23,19,13,9,15,9,18,21,44,17,13,13,18,25,17,13,23,28,20,16,17,16,20,25,22,9,32,25,12,24,8,10,12,15,18,25,23,24,19,17,0,12,9,13,11,26,6,9,10,34,11,34,8,8,17,11,7,3,1
16,,18,12,-,,18,1,6,8,13,12,13,1,15,10,4,10,6,4,7,11,9,2,21,6,6,11,9,9,8,11,17,8,20,16,8,5,16,9,3,12,14,18,6,15,10,9,5,8,11,12,10,9,16,19,11,14,15,4,18,9,0,17,14,19,20,12,16,7,22,15,21,26,27,19,11,17,9,16,8,6,20,27,16,7,11,19,9,0,9,7,8,11,14,19,25,42,15,5,23,26,0,5,2,22,20,10,23,24,16,22,13,19,12,14,16,8,11,11,13,6,12,22,10,9,11,12,4,18,18,13,10,15,9,14,14,17,15,11,4,9,20,35,6,13,24,17,27,17,12,15,15,17,6,10,7,9,22,32,17,9,18,19,30,22,13,20,30,12,17,22,17,18,18,22,10,29,20,17,26,7,11,14,19,19,22,25,31,31,28,0,10,13,17,20,13,2,14,17,29,8,13,10,15,10,11,15,4,0
17,,17,12,-,,17,1,9,7,16,10,14,1,10,4,1,3,8,8,5,7,9,8,28,5,4,10,7,5,4,10,13,14,18,14,9,11,9,2,3,18,14,12,6,15,4,12,9,6,12,7,5,7,14,21,9,11,18,3,15,6,0,7,17,20,13,7,17,12,13,14,20,22,12,17,19,19,13,17,11,7,14,21,18,13,16,16,11,0,5,5,5,7,20,15,29,31,19,2,20,39,0,9,6,18,17,12,11,15,9,22,18,12,14,15,13,6,7,6,16,12,12,18,9,11,16,16,11,16,11,19,8,20,13,9,12,18,6,15,5,11,18,23,9,26,33,18,17,18,17,20,12,18,9,6,12,18,23,41,17,6,14,32,20,22,16,22,19,32,10,17,20,27,26,22,7,28,23,23,23,3,7,16,23,13,24,31,18,22,27,0,11,18,14,12,31,14,22,10,23,11,34,12,9,16,23,18,6,0
18,,16,12,-,,16,1,11,6,21,12,15,3,17,9,4,8,7,9,11,9,13,7,20,8,7,6,7,4,17,10,16,17,10,14,14,15,12,3,7,10,12,14,6,18,16,9,13,9,12,5,7,12,18,25,11,19,15,7,16,12,0,5,18,30,17,17,19,23,23,11,23,21,23,18,10,14,21,18,10,4,26,21,11,20,15,21,12,4,6,5,6,14,14,40,25,22,19,2,30,44,0,10,3,15,23,17,20,10,15,39,9,5,10,15,13,10,8,10,13,7,6,14,13,12,15,11,12,9,10,10,8,17,23,13,10,20,5,16,1,15,21,16,8,14,27,23,32,12,18,28,18,15,11,13,14,22,15,30,21,9,12,23,24,23,22,19,23,24,10,19,22,23,26,26,9,32,26,18,28,6,11,21,15,16,21,27,28,24,17,0,14,13,15,15,28,18,19,16,44,7,17,19,15,14,21,13,5,0
19,,15,12,-,,15,1,24,9,21,21,16,5,14,5,10,9,8,11,9,10,12,6,23,7,14,10,12,9,12,10,16,22,21,31,17,12,14,6,6,14,17,17,9,20,9,16,10,11,20,2,10,10,19,19,15,24,16,6,15,10,2,8,27,35,9,27,22,22,27,24,16,27,29,17,11,27,21,14,8,15,17,19,13,9,14,22,8,4,12,11,10,15,25,30,33,36,22,5,21,28,0,18,4,16,19,13,12,21,10,19,15,13,16,34,26,5,18,9,13,5,24,10,19,17,15,7,9,12,11,14,13,17,14,14,6,22,11,16,2,15,24,15,9,26,21,16,19,14,14,17,13,16,11,13,12,14,21,33,16,16,13,36,37,26,18,16,24,21,9,30,23,19,23,18,17,31,26,25,22,10,14,11,16,13,20,25,24,27,30,0,12,17,12,10,31,24,19,25,47,13,29,20,14,17,16,9,10,0
20,,14,12,-,,14,1,20,11,19,18,19,13,11,9,4,14,13,11,10,10,9,9,25,7,7,16,19,12,11,13,17,22,15,13,18,16,11,8,16,21,25,25,29,21,11,22,12,12,22,5,17,19,18,8,12,25,26,6,22,15,2,16,23,36,16,9,28,15,32,21,28,16,21,28,19,22,15,14,16,13,17,15,9,17,11,34,13,6,10,4,15,20,22,28,32,36,21,2,18,35,0,10,2,20,18,22,21,24,13,22,9,24,17,24,25,16,13,6,11,14,12,16,20,15,16,11,10,15,17,14,8,10,12,18,14,16,10,13,7,14,27,21,5,15,16,29,16,15,22,21,25,19,15,17,10,11,21,39,23,15,21,33,24,18,8,25,22,28,12,21,26,24,22,27,14,31,27,20,23,12,13,19,12,17,25,32,25,36,18,0,20,31,25,13,40,29,15,19,33,10,20,36,8,18,21,23,12,1
21,,13,12,-,,13,1,24,9,26,23,23,11,17,5,10,25,10,13,15,8,15,12,26,14,20,19,18,13,12,9,15,33,17,23,21,13,19,7,19,27,25,26,32,18,22,19,21,12,23,12,15,11,24,24,14,58,16,10,13,15,1,15,37,34,18,16,22,21,31,27,25,30,24,24,27,16,23,29,22,27,21,16,22,16,27,34,12,8,17,13,19,13,25,40,28,34,26,4,22,27,0,11,0,16,29,32,26,20,8,20,23,22,21,21,24,4,16,16,19,10,16,18,15,14,14,7,8,18,11,8,8,20,8,21,11,19,14,17,13,14,23,20,5,32,24,17,25,15,26,26,35,21,10,14,12,18,25,31,21,15,22,30,35,25,19,25,17,34,12,23,34,21,41,28,9,31,18,24,19,7,12,17,19,18,33,31,25,27,26,0,22,35,32,20,39,26,22,24,31,5,33,34,24,13,27,21,17,0
22,,12,12,-,,12,1,36,21,28,33,28,12,25,17,19,28,16,16,17,8,11,11,29,14,10,38,25,16,16,15,17,31,22,28,30,17,12,16,15,37,32,38,37,17,17,15,10,21,21,5,13,8,30,18,24,51,24,12,26,18,0,9,44,42,18,22,34,13,34,26,18,25,27,27,30,21,20,23,21,15,32,22,15,15,36,39,25,10,20,10,22,16,34,56,23,35,18,5,23,35,0,14,4,14,12,29,28,28,10,30,12,18,16,23,31,16,14,16,21,14,11,21,13,9,13,13,7,4,5,21,10,18,11,18,6,25,14,17,11,12,23,17,12,21,31,27,18,16,41,22,30,23,13,22,20,13,21,41,23,14,19,33,41,25,14,25,28,32,16,34,18,29,45,34,11,28,31,20,32,10,13,18,13,22,30,23,30,29,26,0,35,52,25,34,25,28,27,26,42,11,40,58,35,18,28,23,17,0
23,,11,12,-,,11,1,37,16,40,38,42,8,26,6,19,40,21,25,22,11,19,15,23,23,27,35,33,34,24,13,29,48,26,32,30,34,24,19,19,43,41,54,30,23,26,40,13,39,27,17,16,16,20,31,30,59,33,22,26,13,3,11,31,56,17,21,21,25,43,31,29,38,36,53,43,30,26,38,29,15,26,21,22,23,47,38,29,7,19,16,32,26,32,49,25,53,31,3,13,30,0,7,3,16,16,26,46,12,14,16,14,17,29,34,28,11,21,17,28,11,19,22,23,22,12,16,14,10,4,19,11,24,13,13,10,30,13,29,17,16,29,25,4,31,24,22,23,13,39,21,21,27,11,30,19,23,23,31,27,23,21,38,37,34,11,32,23,24,14,32,17,30,44,29,15,27,24,23,24,5,15,21,28,21,18,26,26,14,25,0,41,73,33,20,40,18,24,17,27,13,28,64,24,25,36,18,15,0
24,,10,12,-,,10,1,40,26,40,44,40,10,33,14,23,56,20,32,23,15,18,13,18,21,29,52,52,33,22,24,21,45,28,46,31,34,29,24,19,60,33,47,45,31,26,34,25,46,31,10,19,16,21,24,39,57,36,17,30,11,2,23,52,55,18,26,32,23,49,40,28,33,33,42,27,22,39,46,20,4,10,29,19,25,71,47,32,5,19,20,31,29,29,54,28,35,37,5,17,23,0,7,4,22,24,40,40,23,12,26,15,16,40,40,20,15,20,22,14,14,17,27,18,26,15,20,5,9,12,15,15,14,16,20,12,36,23,20,12,18,32,24,6,32,31,21,25,13,40,23,22,18,6,37,22,13,27,25,25,29,26,56,33,18,11,27,14,27,12,38,20,28,37,40,12,30,18,24,18,8,15,20,34,19,21,29,22,29,24,0,52,44,35,36,37,23,33,28,38,18,26,74,35,24,45,23,35,0
25,,9,12,-,,9,1,53,28,37,48,56,15,36,15,36,53,19,22,32,8,25,15,22,31,28,45,64,52,27,17,27,39,29,46,15,29,26,34,22,41,37,42,50,22,30,57,18,54,42,13,23,25,25,35,56,66,33,22,27,21,6,26,52,45,21,18,35,23,59,40,17,44,43,41,36,31,31,39,31,24,18,22,29,29,67,50,33,7,33,24,33,32,34,62,31,58,32,14,25,20,0,9,0,16,17,29,44,27,5,16,15,21,29,38,29,18,17,17,18,12,16,21,17,28,15,17,11,8,7,20,11,26,12,17,9,34,24,23,17,21,30,23,6,18,23,20,19,17,50,19,10,16,15,39,18,15,31,33,38,26,29,46,36,18,12,11,19,18,8,33,20,27,49,35,14,31,18,13,13,8,12,10,26,8,22,18,12,21,19,0,52,65,41,32,46,28,27,29,41,16,39,70,55,38,36,20,24,0
26,,8,12,-,,8,1,53,32,52,59,45,21,39,12,31,75,21,30,46,10,17,22,28,34,30,62,56,57,16,11,19,50,21,45,29,36,26,21,38,69,54,37,57,24,25,59,17,45,35,13,19,15,28,32,34,60,29,19,34,17,3,20,58,47,17,32,31,19,47,36,33,38,36,36,40,18,32,41,17,26,24,21,23,23,61,44,26,2,37,16,29,32,44,82,35,48,41,5,13,27,0,9,4,11,19,29,32,27,17,21,9,17,33,36,22,17,20,16,21,14,26,29,28,22,22,10,5,10,15,13,10,20,7,21,16,27,26,28,7,12,31,19,6,15,36,16,22,18,35,13,9,30,7,22,16,12,31,30,23,16,27,47,32,37,10,12,16,19,15,20,18,38,25,33,14,22,27,16,12,4,19,12,17,19,23,18,20,22,21,1,49,57,37,35,27,25,28,31,25,13,28,46,35,28,44,31,23,0
27,,7,12,-,,7,1,64,22,48,44,61,14,26,10,29,40,19,28,38,9,28,13,32,32,31,49,54,62,32,11,29,46,38,52,24,32,22,29,19,68,55,36,25,32,25,41,18,53,35,18,23,12,25,30,46,56,32,25,31,19,1,26,57,45,22,30,34,27,45,50,35,29,46,39,61,35,42,36,24,20,22,19,31,27,50,45,34,6,29,20,34,32,38,58,23,48,42,8,19,32,0,10,1,17,19,29,33,21,15,24,14,20,34,39,26,13,23,14,18,17,15,26,24,26,19,11,8,6,8,17,4,25,12,17,20,26,25,26,13,14,31,29,5,22,42,13,26,13,29,17,20,16,14,40,21,19,23,21,43,27,30,60,30,18,20,25,12,26,10,32,21,32,41,32,5,25,17,12,14,10,11,15,21,14,20,13,19,25,16,0,36,60,30,41,36,21,21,35,29,21,25,71,51,28,45,22,14,0
28,,6,12,-,,6,1,58,26,62,54,49,12,30,9,36,51,15,32,44,5,20,14,37,25,36,54,53,59,34,17,29,34,40,49,26,41,23,22,25,59,34,48,33,18,18,57,11,48,30,20,25,14,27,35,44,39,36,16,25,17,2,20,74,45,25,25,33,32,46,43,26,44,49,36,28,25,32,43,26,20,12,21,31,19,65,52,36,3,29,29,36,32,36,79,34,52,30,17,17,32,0,12,2,17,18,46,43,24,17,25,14,21,28,33,29,16,18,23,24,19,15,23,14,32,26,9,5,13,3,19,10,20,13,30,19,34,26,27,17,20,23,29,3,29,26,24,32,15,34,17,9,23,14,24,19,17,28,28,35,24,33,53,21,21,16,25,22,22,12,36,23,36,37,32,11,29,18,9,9,4,15,10,27,12,14,23,21,23,27,0,38,62,18,28,39,18,27,32,49,17,23,63,47,30,32,28,18,0
29,,5,12,-,,5,1,48,20,46,46,48,16,45,15,27,55,19,42,43,11,17,11,26,23,24,43,57,50,35,13,25,27,38,25,22,44,29,25,27,62,46,35,33,22,26,50,21,48,29,21,21,9,23,45,41,58,33,22,25,19,0,15,62,44,19,25,45,26,49,47,29,36,40,32,28,30,28,49,30,16,13,23,34,24,50,59,24,1,20,26,31,32,34,73,38,46,31,8,24,31,0,12,4,14,25,26,37,13,19,26,19,11,31,33,23,9,8,14,17,8,25,27,16,22,27,18,11,9,4,25,13,24,16,28,14,27,29,23,14,23,29,21,7,21,23,24,15,15,30,16,12,24,10,27,14,16,24,25,30,30,27,63,30,15,14,20,13,16,16,17,19,34,43,33,14,15,18,19,10,6,12,12,39,14,13,13,16,21,14,0,37,52,20,34,23,17,26,20,32,19,23,41,38,29,34,26,19,0
30,,4,12,-,,4,1,50,26,56,47,48,13,31,16,30,49,16,38,28,6,23,12,33,30,27,33,45,51,27,9,28,32,33,40,23,33,27,16,30,41,43,38,34,21,20,52,14,50,40,15,13,11,26,30,47,54,31,19,21,19,0,31,57,53,18,23,29,37,40,37,38,27,42,33,45,28,30,41,38,17,15,23,34,28,45,49,46,1,26,33,34,36,31,83,27,49,33,11,15,29,0,8,4,29,20,21,34,27,18,25,16,11,33,28,35,16,7,19,14,7,28,20,15,16,23,19,13,6,6,21,6,16,8,22,12,41,38,22,19,15,25,17,8,29,34,22,28,21,16,18,16,17,9,25,23,18,34,33,29,15,32,43,27,29,11,26,15,17,10,27,20,36,29,43,13,22,17,12,16,5,9,18,25,14,14,23,24,17,17,0,39,58,27,33,37,19,23,21,34,13,26,66,41,18,36,28,8,0
